"native","family","physiognomy","synonymGC","commonName","nameDNR"
"N","Poaceae","G","Spartina gracilis","alkali cordgrass","Spartina gracilis"
"N","Poaceae","G","Spartina pectinata","prairie cordgrass","Spartina pectinata"
"I","Caryophyllaceae","H","Spergula arvensis","corn spurry","Spergula arvensis"
"I","Caryophyllaceae","H","Spergularia rubra","red sand spurrey","Spergularia rubra"
"U","Apiaceae","H","Spermolepis inermis","","Spermolepis inermis"
"N","Malvaceae","H","Sphaeralcea coccinea","scarlet globemallow","Sphaeralcea coccinea var. coccinea"
"N","Poaceae","G","Sphenopholis obtusata s.l., Sphenopholis obtusata var. major","slender wedge grass","Sphenopholis intermedia"
"N","Poaceae","G","Sphenopholis obtusata s.l., Sphenopholis obtusata var. obtusata","prairie wedge grass","Sphenopholis obtusata"
"N","unknown","H","Lycopodium annotinum","bristly clubmoss","Spinulum annotinum"
"N","unknown","H","","northern bristly clubmoss","Spinulum canadense"
"N","Rosaceae","D","Spiraea alba var. alba","white meadowsweet","Spiraea alba var. alba"
"N","Rosaceae","D","Spiraea tomentosa var. rosea","steeplebush","Spiraea tomentosa var. rosea"
"N","Orchidaceae","H","Spiranthes casei","Case's ladies' tresses","Spiranthes casei var. casei"
"N","Orchidaceae","H","Spiranthes cernua","nodding ladies' tresses","Spiranthes cernua"
"N","Orchidaceae","H","Spiranthes lacera","slender ladies' tresses","Spiranthes lacera"
"N","Orchidaceae","H","Spiranthes lacera var. gracilis","southern slender ladies' tresses","Spiranthes lacera var. gracilis"
"N","Orchidaceae","H","Spiranthes lacera var. lacera","northern slender ladies' tresses","Spiranthes lacera var. lacera"
"N","Orchidaceae","H","Spiranthes magnicamporum","Great Plains ladies' tresses","Spiranthes magnicamporum"
"N","Orchidaceae","H","","lesser ladies' tresses","Spiranthes ovalis"
"N","Orchidaceae","H","Spiranthes romanzoffiana","hooded ladies' tresses","Spiranthes romanzoffiana"
"N","Lemnaceae","F,H","Spirodela polyrhiza","greater duckweed","Spirodela polyrrhiza"
"N","Poaceae","G","Sporobolus asper","rough dropseed","Sporobolus compositus var. compositus"
"N","Poaceae","G","Sporobolus cryptandrus, Sporobolus cryptandrus var. cryptandrus, Sporobolus cryptandrus var. fuscicolor","sand dropseed","Sporobolus cryptandrus"
"N","Poaceae","G","Sporobolus heterolepis","prairie dropseed","Sporobolus heterolepis"
"N","Poaceae","G","Sporobolus neglectus","annual dropseed","Sporobolus neglectus"
"N","Poaceae","G","Sporobolus vaginiflorus","poverty dropseed","Sporobolus vaginiflorus var. vaginiflorus"
"N","Lamiaceae","H","Stachys hispida","smooth hedge nettle","Stachys hispida"
"N","Lamiaceae","H","Stachys palustris","woundwort","Stachys palustris"
"N","Lamiaceae","H","Stachys palustris var. homotricha","woundwort","Stachys palustris var. homotricha"
"N","Lamiaceae","H","Stachys palustris var. pilosa","woundwort","Stachys palustris var. pilosa"
"N","Lamiaceae","H","Stachys tenuifolia","narrow-leaved hedge nettle","Stachys tenuifolia"
"N","Staphyleaceae","D","Staphylea trifolia","bladdernut","Staphylea trifolia"
"N","Caryophyllaceae","H","Stellaria alsine","alsine chickweed","Stellaria alsine"
"N","Caryophyllaceae","H","Stellaria borealis var. borealis","northern starwort","Stellaria borealis subsp. borealis"
"N","Caryophyllaceae","H","Stellaria crassifolia","fleshy-leaved starwort","Stellaria crassifolia"
"I","Caryophyllaceae","H","Stellaria graminea","lesser stitchwort","Stellaria graminea"
"N","Caryophyllaceae","H","Stellaria longifolia","long-leaved chickweed","Stellaria longifolia"
"N","Caryophyllaceae","H","Stellaria longipes","long-stalked chickweed","Stellaria longipes subsp. longipes"
"I","Caryophyllaceae","H","Stellaria media","common chickweed","Stellaria media"
"N","unknown","H","Streptopus amplexifolius, Streptopus amplexifolius var. americanus, Streptopus amplexifolius var. denticulatus","clasping leaved twistedstalk","Streptopus amplexifolius"
"N","unknown","H","Streptopus roseus, Streptopus roseus var. longipes","rose twistedstalk","Streptopus lanceolatus"
"N","Fabaceae","H","Strophostyles helvola","trailing fuzzy bean","Strophostyles helvola"
"N","Fabaceae","H","Strophostyles leiosperma","slickseed fuzzy bean","Strophostyles leiosperma"
"N","Potamogetonaceae","H,S","Potamogeton filiformis","thread-leaved pondweed","Stuckenia filiformis"
"N","Potamogetonaceae","H,S","Potamogeton filiformis var. borealis","thread-leaved pondweed","Stuckenia filiformis subsp. alpina"
"N","Potamogetonaceae","H,S","Potamogeton filiformis var. filiformis","thread-leaved pondweed","Stuckenia filiformis subsp. occidentalis"
"N","Potamogetonaceae","H,S","Potamogeton pectinatus","sago pondweed","Stuckenia pectinata"
"N","Potamogetonaceae","H,S","Potamogeton vaginatus","sheathed pondweed","Stuckenia vaginata"
"N","Chenopodiaceae","H","Suaeda calceoliformis","sea-blite","Suaeda calceoliformis"
"N","unknown","H,S","Subularia aquatica var. americana","awlwort","Subularia aquatica subsp. americana"
"N","Saxifragaceae","H","Sullivantia renifolia","reniform sullivantia","Sullivantia sullivantii"
"N","Caprifoliaceae","D","Symphoricarpos albus","snowberry","Symphoricarpos albus"
"N","Caprifoliaceae","D","Symphoricarpos occidentalis","wolfberry","Symphoricarpos occidentalis"
"N","Asteraceae","H","Aster borealis","bog aster","Symphyotrichum boreale"
"N","Asteraceae","H","Aster brachyactis","short-rayed aster","Symphyotrichum ciliatum"
"N","Asteraceae","H","Aster ciliolatus","Lindley's aster","Symphyotrichum ciliolatum"
"N","Asteraceae","H","Aster cordifolius","heart-leaved aster","Symphyotrichum cordifolium"
"N","Asteraceae","H","Aster drummondii","Drummond's aster","Symphyotrichum drummondii var. drummondii"
"N","Asteraceae","H","Aster ericoides","heath aster","Symphyotrichum ericoides"
"N","Asteraceae","H","","heath aster","Symphyotrichum ericoides var. ericoides"
"N","Asteraceae","H","","heath aster","Symphyotrichum ericoides var. pansum"
"N","Asteraceae","H","Aster falcatus var. commutatus","sickle-shaped aster","Symphyotrichum falcatum var. commutatum"
"N","Asteraceae","H","Aster firmus","glossy-leaf aster","Symphyotrichum firmum"
"N","Asteraceae","H","Aster laevis","smooth blue aster","Symphyotrichum laeve"
"N","Asteraceae","H","Aster laevis var. geyeri","smooth aster","Symphyotrichum laeve var. geyeri"
"N","Asteraceae","H","Aster laevis var. laevis","smooth aster","Symphyotrichum laeve var. laeve"
"N","Asteraceae","H","Aster lanceolatus","panicled aster","Symphyotrichum lanceolatum"
"N","Asteraceae","H","Aster hesperius","western panicled aster","Symphyotrichum lanceolatum var. hesperium"
"N","Asteraceae","H","","white panicle aster","Symphyotrichum lanceolatum var. hirsuticaule"
"N","Asteraceae","H","Aster lanceolatus var. interior","eastern panicled aster","Symphyotrichum lanceolatum var. interior"
"N","Asteraceae","H","Aster lanceolatus var. lanceolatus, Aster lanceolatus var. simplex","eastern panicled aster","Symphyotrichum lanceolatum var. lanceolatum"
"N","Asteraceae","H","Aster lateriflorus","side-flowering aster","Symphyotrichum lateriflorum"
"N","Asteraceae","H","Aster novae-angliae","New England aster","Symphyotrichum novae-angliae"
"N","Asteraceae","H","Aster oblongifolius","aromatic aster","Symphyotrichum oblongifolium"
"N","Asteraceae","H","Aster ontarionis","Ontario aster","Symphyotrichum ontarionis var. ontarionis"
"N","Asteraceae","H","Aster oolentangiensis","skyblue aster","Symphyotrichum oolentangiense"
"N","Asteraceae","H","Aster pilosus","awl aster","Symphyotrichum pilosum"
"N","Asteraceae","H","","awl aster","Symphyotrichum pilosum var. pilosum"
"N","Asteraceae","H","","awl aster","Symphyotrichum pilosum var. pringlei"
"N","Asteraceae","H","Aster praealtus, Aster praealtus var. praealtus","veiny lined aster","Symphyotrichum praealtum"
"N","Asteraceae","H","Aster prenanthoides","crooked aster","Symphyotrichum prenanthoides"
"N","Asteraceae","H","Aster puniceus s.s.","red-stemmed aster","Symphyotrichum puniceum var. puniceum"
"N","Asteraceae","H","Aster sericeus","silky aster","Symphyotrichum sericeum"
"N","Asteraceae","H","Aster shortii","Short's aster","Symphyotrichum shortii"
"N","Asteraceae","H","Aster sagittifolius","tail-leaved aster","Symphyotrichum urophyllum"
"N","Asteraceae","H","Aster xamethystinus, Aster x amethystinum","New England and heath aster hybrid","Symphyotrichum xamethystinum"
"N","Asteraceae","H","Aster xlongulus","long aster","Symphyotrichum xlongulum"
"I","Boraginaceae","H","Symphytum officinale","common comfrey","Symphytum officinale"
"N","Araceae","H","Symplocarpus foetidus","skunk cabbage","Symplocarpus foetidus"
"N","Plantaginaceae","H","Besseya bullii","kitten-tails","Synthyris bullii"
"N","Apiaceae","H","Taenidia integerrima","yellow pimpernel","Taenidia integerrima"
"I","Asteraceae","H","Chrysanthemum parthenium","feverfew","Tanacetum parthenium"
"I","Asteraceae","H","Tanacetum vulgare","tansy","Tanacetum vulgare"
"I","Asteraceae","H","Taraxacum laevigatum","red-seeded dandelion","Taraxacum erythrospermum"
"I","Asteraceae","H","Taraxacum officinale","common dandelion","Taraxacum officinale"
"N","Taxaceae","E","Taxus canadensis","Canada yew","Taxus canadensis"
"N","unknown","H","Senecio congestus","swamp ragwort","Tephroseris palustris"
"N","Fabaceae","H","Tephrosia virginiana","goat's rue","Tephrosia virginiana"
"N","Lamiaceae","H","Teucrium canadense","germander","Teucrium canadense"
"N","Lamiaceae","H","Teucrium canadense var. occidentale","germander","Teucrium canadense var. occidentale"
"N","Lamiaceae","H","Teucrium canadense var. virginicum","germander","Teucrium canadense var. virginicum"
"N","Ranunculaceae","H","Thalictrum revolutum","purple meadow-rue","Thalictrum amphibolum"
"N","Ranunculaceae","H","Thalictrum dasycarpum","tall meadow-rue","Thalictrum dasycarpum"
"N","Ranunculaceae","H","Thalictrum dioicum","early meadow-rue","Thalictrum dioicum"
"N","Ranunculaceae","H","Anemonella thalictroides","rue anemone","Thalictrum thalictroides"
"N","Ranunculaceae","H","Thalictrum venulosum","veiny meadow-rue","Thalictrum venulosum"
"N","Apiaceae","H","Thaspium barbinode","Chapman's meadow parsnip","Thaspium chapmanii"
"N","Thelypteridaceae","H","Thelypteris palustris var. pubescens","eastern marsh fern","Thelypteris palustris var. pubescens"
"I","Cucurbitaceae","H","","Manchu tubergourd","Thladiantha dubia"
"I","Brassicaceae","H","Thlaspi arvense","pennycress","Thlaspi arvense"
"N","Cupressaceae","E","Thuja occidentalis","white cedar","Thuja occidentalis"
"N","Tiliaceae","D","Tilia americana","basswood","Tilia americana"
"N","Liliaceae","H","Tofieldia pusilla","small false asphodel","Tofieldia pusilla"
"I","Apiaceae","H","Torilis japonica","Japanese Hedge Parsley","Torilis japonica"
"N","Poaceae","G","Puccinellia pallida","Torrey's mannagrass","Torreyochloa pallida"
"N","Poaceae","G","Puccinellia pallida","Torrey's mannagrass","Torreyochloa pallida var. fernaldii"
"N","Poaceae","G","Puccinellia pallida","Torrey's mannagrass","Torreyochloa pallida var. pallida"
"N","Anacardiaceae","C,D","Toxicodendron radicans s.s., Toxicodendron radicans var. negundo, Toxicodendron rydbergii","poison ivy","Toxicodendron radicans"
"N","Anacardiaceae","D","Toxicodendron radicans s.s., Toxicodendron radicans var. negundo","eastern poison ivy","Toxicodendron radicans var. radicans"
"N","Anacardiaceae","D","Toxicodendron rydbergii","western poison ivy","Toxicodendron radicans var. rydbergii"
"N","Anacardiaceae","D","Toxicodendron vernix","poison sumac","Toxicodendron vernix"
"N","Commelinaceae","H","Tradescantia bracteata","bracted spiderwort","Tradescantia bracteata"
"N","Commelinaceae","H","Tradescantia occidentalis","western spiderwort","Tradescantia occidentalis var. occidentalis"
"N","Commelinaceae","H","Tradescantia ohiensis","Ohio spiderwort","Tradescantia ohiensis"
"I","Asteraceae","H","Tragopogon dubius","yellow goat's beard","Tragopogon dubius"
"I","Asteraceae","H","Tragopogon pratensis","meadow goat's beard","Tragopogon pratensis"
"N","Hypericaceae","H","Triadenum fraseri","marsh St. John's wort","Triadenum fraseri"
"N","Liliaceae","H","Tofieldia glutinosa","sticky false asphodel","Triantha glutinosa"
"I","Zygophyllaceae","H","Tribulus terrestris","caltrop","Tribulus terrestris"
"N","Cyperaceae","G","Scirpus hudsonianus","Hudson bay bulrush","Trichophorum alpinum"
"N","Cyperaceae","G","Scirpus cespitosus","tufted bulrush","Trichophorum cespitosum"
"N","Cyperaceae","G","Scirpus clintonii","Clinton's bulrush","Trichophorum clintonii"
"I","Poaceae","H","","purpletop tridens","Tridens flavus var. flavus"
"N","Primulaceae","H","Trientalis borealis","starflower","Trientalis borealis"
"I","Fabaceae","H","Trifolium arvense","rabbit's foot clover","Trifolium arvense"
"I","Fabaceae","H","Trifolium aureum","golden hop clover","Trifolium aureum"
"I","Fabaceae","H","Trifolium campestre","field hop clover","Trifolium campestre"
"I","Fabaceae","H","","strawberry clover","Trifolium fragiferum"
"I","Fabaceae","H","Trifolium hybridum","alsike clover","Trifolium hybridum"
"I","Fabaceae","H","Trifolium incarnatum","crimson clover","Trifolium incarnatum"
"I","Fabaceae","H","Trifolium pratense","red clover","Trifolium pratense"
"I","Fabaceae","H","Trifolium repens","white clover","Trifolium repens"
"N","Juncaginaceae","H","Triglochin maritima","seaside arrowgrass","Triglochin maritima"
"N","Juncaginaceae","H","Triglochin palustris","marsh arrowgrass","Triglochin palustris"
"N","Liliaceae","H","Trillium cernuum var. macranthum","nodding trillium","Trillium cernuum"
"N","Liliaceae","H","Trillium flexipes","drooping trillium","Trillium flexipes"
"N","Liliaceae","H","Trillium grandiflorum","large-flowered trillium","Trillium grandiflorum"
"N","Liliaceae","H","Trillium nivale","snow trillium","Trillium nivale"
"N","Campanulaceae","H","Triodanis leptocarpa","slender-fruited Venus' looking-glass","Triodanis leptocarpa"
"N","Campanulaceae","H","Triodanis perfoliata","clasping-leaved Venus' looking-glass","Triodanis perfoliata"
"N","Caprifoliaceae","H","Triosteum aurantiacum","orange-fruit horse gentian","Triosteum aurantiacum"
"N","Caprifoliaceae","H","Triosteum perfoliatum","late horse gentian","Triosteum perfoliatum"
"N","Poaceae","G","Triplasis purpurea","purple sandgrass","Triplasis purpurea var. purpurea"
"I","Asteraceae","H","Matricaria maritima","scentless false mayweed","Tripleurospermum inodorum"
"N","unknown","G","Trisetum spicatum","spike trisetum","Trisetum spicatum"
"N","unknown","E","Tsuga canadensis","eastern hemlock","Tsuga canadensis"
"N","Brassicaceae","H","Arabis glabra","tower mustard","Turritis glabra"
"I","Typhaceae","H","Typha angustifolia","narrow-leaved cattail","Typha angustifolia"
"N","Typhaceae","H","Typha latifolia","broad-leaved cattail","Typha latifolia"
"I","Typhaceae","H","Typha xglauca","hybrid cattail","Typha xglauca"
"N","Ulmaceae","D","Ulmus americana","American elm","Ulmus americana"
"I","Ulmaceae","D","Ulmus pumila","Siberian elm","Ulmus pumila"
"N","Ulmaceae","D","Ulmus rubra","red elm","Ulmus rubra"
"N","Ulmaceae","D","Ulmus thomasii","rock elm","Ulmus thomasii"
"N","Urticaceae","H","Urtica dioica var. procera","stinging nettle","Urtica dioica subsp. gracilis"
"N","Lentibulariaceae","H,S","Utricularia cornuta","horned bladderwort","Utricularia cornuta"
"N","Lentibulariaceae","H,S","Utricularia geminiscapa","hidden-fruit bladderwort","Utricularia geminiscapa"
"N","Lentibulariaceae","H,S","Utricularia gibba","humped bladderwort","Utricularia gibba"
"N","Lentibulariaceae","H,S","Utricularia intermedia","intermediate bladderwort","Utricularia intermedia"
"N","Lentibulariaceae","H,S","Utricularia minor","lesser bladderwort","Utricularia minor"
"N","Lentibulariaceae","H,S","Utricularia purpurea","purple-flowered bladderwort","Utricularia purpurea"
"N","Lentibulariaceae","H,S","Utricularia resupinata","lavender bladderwort","Utricularia resupinata"
"N","Lentibulariaceae","H,S","Utricularia vulgaris","common bladderwort","Utricularia vulgaris"
"N","Liliaceae","H","Uvularia grandiflora","large-flowered bellwort","Uvularia grandiflora"
"N","Liliaceae","H","Uvularia sessilifolia","pale bellwort","Uvularia sessilifolia"
"I","Caryophyllaceae","H","Vaccaria hispanica","cowherb","Vaccaria hispanica"
"N","Ericaceae","D","Vaccinium angustifolium","lowbush blueberry","Vaccinium angustifolium"
"N","Ericaceae","D","Vaccinium cespitosum","dwarf bilberry","Vaccinium cespitosum"
"N","Ericaceae","B","Vaccinium macrocarpon","large cranberry","Vaccinium macrocarpon"
"N","Ericaceae","D","Vaccinium myrtilloides","velvet-leaved blueberry","Vaccinium myrtilloides"
"N","Ericaceae","B","Vaccinium oxycoccos","small cranberry","Vaccinium oxycoccos"
"N","Ericaceae","D","Vaccinium uliginosum var. alpinum","alpine bilberry","Vaccinium uliginosum"
"N","Ericaceae","B","Vaccinium vitis-idaea","lingonberry","Vaccinium vitis-idaea"
"N","Valerianaceae","H","Valeriana edulis var. ciliata","edible valerian","Valeriana edulis var. ciliata"
"I","Valerianaceae","H","Valeriana officinalis","garden heliotrope","Valeriana officinalis"
"N","Hydrocharitaceae","H,S","Vallisneria americana","eelgrass","Vallisneria americana"
"I","Scrophulariaceae","H","Verbascum blattaria","moth mullein","Verbascum blattaria"
"I","Scrophulariaceae","H","Verbascum thapsus","common mullein","Verbascum thapsus"
"N","Verbenaceae","H","Verbena bracteata","large-bracted vervain","Verbena bracteata"
