"native","physiognomy","nameDNR","commonName","emergingTaxonomy","synonymGC","genus"
"N","H","Symphyotrichum oblongifolium","aromatic aster","","Aster oblongifolius","Symphyotrichum"
"N","H","Symphyotrichum ontarionis var. ontarionis","Ontario aster","","Aster ontarionis","Symphyotrichum"
"N","H","Symphyotrichum oolentangiense","skyblue aster","","Aster oolentangiensis","Symphyotrichum"
"N","H","Symphyotrichum pilosum","awl aster","","Aster pilosus","Symphyotrichum"
"N","H","Symphyotrichum pilosum var. pilosum","awl aster","","","Symphyotrichum"
"N","H","Symphyotrichum pilosum var. pringlei","awl aster","","","Symphyotrichum"
"N","H","Symphyotrichum praealtum","veiny lined aster","","Aster praealtus, Aster praealtus var. praealtus","Symphyotrichum"
"N","H","Symphyotrichum prenanthoides","crooked aster","","Aster prenanthoides","Symphyotrichum"
"N","H","Symphyotrichum puniceum var. puniceum","red-stemmed aster","","Aster puniceus s.s.","Symphyotrichum"
"N","H","Symphyotrichum sericeum","silky aster","","Aster sericeus","Symphyotrichum"
"N","H","Symphyotrichum shortii","Short's aster","","Aster shortii","Symphyotrichum"
"N","H","Symphyotrichum urophyllum","tail-leaved aster","","Aster sagittifolius","Symphyotrichum"
"N","H","Symphyotrichum xamethystinum","New England and heath aster hybrid","","Aster xamethystinus, Aster x amethystinum","Symphyotrichum"
"N","H","Symphyotrichum xlongulum","long aster","","Aster xlongulus","Symphyotrichum"
"I","H","Symphytum officinale","common comfrey","","Symphytum officinale","Symphytum"
"N","H","Symplocarpus foetidus","skunk cabbage","","Symplocarpus foetidus","Symplocarpus"
"N","H","Synthyris bullii","kitten-tails","","Besseya bullii","Synthyris"
"N","H","Taenidia integerrima","yellow pimpernel","","Taenidia integerrima","Taenidia"
"I","H","Tanacetum parthenium","feverfew","","Chrysanthemum parthenium","Tanacetum"
"I","H","Tanacetum vulgare","tansy","","Tanacetum vulgare","Tanacetum"
"I","H","Taraxacum erythrospermum","red-seeded dandelion","","Taraxacum laevigatum","Taraxacum"
"I","H","Taraxacum officinale","common dandelion","","Taraxacum officinale","Taraxacum"
"N","E","Taxus canadensis","Canada yew","","Taxus canadensis","Taxus"
"N","H","Tephroseris palustris","swamp ragwort","","Senecio congestus","Tephroseris"
"N","H","Tephrosia virginiana","goat's rue","","Tephrosia virginiana","Tephrosia"
"N","H","Teucrium canadense","germander","","Teucrium canadense","Teucrium"
"N","H","Teucrium canadense var. occidentale","germander","","Teucrium canadense var. occidentale","Teucrium"
"N","H","Teucrium canadense var. virginicum","germander","","Teucrium canadense var. virginicum","Teucrium"
"N","H","Thalictrum amphibolum","purple meadow-rue","","Thalictrum revolutum","Thalictrum"
"N","H","Thalictrum dasycarpum","tall meadow-rue","","Thalictrum dasycarpum","Thalictrum"
"N","H","Thalictrum dioicum","early meadow-rue","","Thalictrum dioicum","Thalictrum"
"N","H","Thalictrum thalictroides","rue anemone","","Anemonella thalictroides","Thalictrum"
"N","H","Thalictrum venulosum","veiny meadow-rue","","Thalictrum venulosum","Thalictrum"
"N","H","Thaspium chapmanii","Chapman's meadow parsnip","","Thaspium barbinode","Thaspium"
"N","H","Thelypteris palustris var. pubescens","eastern marsh fern","","Thelypteris palustris var. pubescens","Thelypteris"
"I","H","Thladiantha dubia","Manchu tubergourd","","","Thladiantha"
"I","H","Thlaspi arvense","pennycress","","Thlaspi arvense","Thlaspi"
"N","E","Thuja occidentalis","white cedar","","Thuja occidentalis","Thuja"
"N","D","Tilia americana","basswood","","Tilia americana","Tilia"
"N","H","Tofieldia pusilla","small false asphodel","","Tofieldia pusilla","Tofieldia"
"I","H","Torilis japonica","Japanese Hedge Parsley","","Torilis japonica","Torilis"
"N","G","Torreyochloa pallida","Torrey's mannagrass","","Puccinellia pallida","Torreyochloa"
"N","G","Torreyochloa pallida var. fernaldii","Torrey's mannagrass","","Puccinellia pallida","Torreyochloa"
"N","G","Torreyochloa pallida var. pallida","Torrey's mannagrass","","Puccinellia pallida","Torreyochloa"
"N","C,D","Toxicodendron radicans","poison ivy","","Toxicodendron radicans s.s., Toxicodendron radicans var. negundo, Toxicodendron rydbergii","Toxicodendron"
"N","D","Toxicodendron radicans var. radicans","eastern poison ivy","","Toxicodendron radicans s.s., Toxicodendron radicans var. negundo","Toxicodendron"
"N","D","Toxicodendron radicans var. rydbergii","western poison ivy","","Toxicodendron rydbergii","Toxicodendron"
"N","D","Toxicodendron vernix","poison sumac","","Toxicodendron vernix","Toxicodendron"
"N","H","Tradescantia bracteata","bracted spiderwort","","Tradescantia bracteata","Tradescantia"
"N","H","Tradescantia occidentalis var. occidentalis","western spiderwort","","Tradescantia occidentalis","Tradescantia"
"N","H","Tradescantia ohiensis","Ohio spiderwort","","Tradescantia ohiensis","Tradescantia"
"I","H","Tragopogon dubius","yellow goat's beard","","Tragopogon dubius","Tragopogon"
"I","H","Tragopogon pratensis","meadow goat's beard","","Tragopogon pratensis","Tragopogon"
"N","H","Triadenum fraseri","marsh St. John's wort","","Triadenum fraseri","Triadenum"
"N","H","Triantha glutinosa","sticky false asphodel","","Tofieldia glutinosa","Triantha"
"I","H","Tribulus terrestris","caltrop","","Tribulus terrestris","Tribulus"
"N","G","Trichophorum alpinum","Hudson bay bulrush","","Scirpus hudsonianus","Trichophorum"
"N","G","Trichophorum cespitosum","tufted bulrush","","Scirpus cespitosus","Trichophorum"
"N","G","Trichophorum clintonii","Clinton's bulrush","","Scirpus clintonii","Trichophorum"
"I","H","Tridens flavus var. flavus","purpletop tridens","","","Tridens"
"N","H","Trientalis borealis","starflower","Lysimachia borealis","Trientalis borealis","Trientalis"
"I","H","Trifolium arvense","rabbit's foot clover","","Trifolium arvense","Trifolium"
"I","H","Trifolium aureum","golden hop clover","","Trifolium aureum","Trifolium"
"I","H","Trifolium campestre","field hop clover","","Trifolium campestre","Trifolium"
"I","H","Trifolium fragiferum","strawberry clover","","","Trifolium"
"I","H","Trifolium hybridum","alsike clover","","Trifolium hybridum","Trifolium"
"I","H","Trifolium incarnatum","crimson clover","","Trifolium incarnatum","Trifolium"
"I","H","Trifolium pratense","red clover","","Trifolium pratense","Trifolium"
"I","H","Trifolium repens","white clover","","Trifolium repens","Trifolium"
"N","H","Triglochin maritima","seaside arrowgrass","","Triglochin maritima","Triglochin"
"N","H","Triglochin palustris","marsh arrowgrass","","Triglochin palustris","Triglochin"
"N","H","Trillium cernuum","nodding trillium","","Trillium cernuum var. macranthum","Trillium"
"N","H","Trillium flexipes","drooping trillium","","Trillium flexipes","Trillium"
"N","H","Trillium grandiflorum","large-flowered trillium","","Trillium grandiflorum","Trillium"
"N","H","Trillium nivale","snow trillium","","Trillium nivale","Trillium"
"N","H","Triodanis leptocarpa","slender-fruited Venus' looking-glass","","Triodanis leptocarpa","Triodanis"
"N","H","Triodanis perfoliata","clasping-leaved Venus' looking-glass","","Triodanis perfoliata","Triodanis"
"N","H","Triosteum aurantiacum","orange-fruit horse gentian","","Triosteum aurantiacum","Triosteum"
"N","H","Triosteum perfoliatum","late horse gentian","","Triosteum perfoliatum","Triosteum"
"N","G","Triplasis purpurea var. purpurea","purple sandgrass","","Triplasis purpurea","Triplasis"
"I","H","Tripleurospermum inodorum","scentless false mayweed","","Matricaria maritima","Tripleurospermum"
"N","G","Trisetum spicatum","spike trisetum","","Trisetum spicatum","Trisetum"
"N","E","Tsuga canadensis","eastern hemlock","","Tsuga canadensis","Tsuga"
"N","H","Turritis glabra","tower mustard","","Arabis glabra","Turritis"
"I","H","Typha angustifolia","narrow-leaved cattail","","Typha angustifolia","Typha"
"N","H","Typha latifolia","broad-leaved cattail","","Typha latifolia","Typha"
"I","H","Typha xglauca","hybrid cattail","","Typha xglauca","Typha"
"N","D","Ulmus americana","American elm","","Ulmus americana","Ulmus"
"I","D","Ulmus pumila","Siberian elm","","Ulmus pumila","Ulmus"
"N","D","Ulmus rubra","red elm","","Ulmus rubra","Ulmus"
"N","D","Ulmus thomasii","rock elm","","Ulmus thomasii","Ulmus"
"N","H","Urtica dioica subsp. gracilis","stinging nettle","","Urtica dioica var. procera","Urtica"
"N","H,S","Utricularia cornuta","horned bladderwort","","Utricularia cornuta","Utricularia"
"N","H,S","Utricularia geminiscapa","hidden-fruit bladderwort","","Utricularia geminiscapa","Utricularia"
"N","H,S","Utricularia gibba","humped bladderwort","","Utricularia gibba","Utricularia"
"N","H,S","Utricularia intermedia","intermediate bladderwort","","Utricularia intermedia","Utricularia"
"N","H,S","Utricularia minor","lesser bladderwort","","Utricularia minor","Utricularia"
"N","H,S","Utricularia purpurea","purple-flowered bladderwort","","Utricularia purpurea","Utricularia"
"N","H,S","Utricularia resupinata","lavender bladderwort","","Utricularia resupinata","Utricularia"
"N","H,S","Utricularia vulgaris","common bladderwort","","Utricularia vulgaris","Utricularia"
"N","H","Uvularia grandiflora","large-flowered bellwort","","Uvularia grandiflora","Uvularia"
"N","H","Uvularia sessilifolia","pale bellwort","","Uvularia sessilifolia","Uvularia"
"I","H","Vaccaria hispanica","cowherb","","Vaccaria hispanica","Vaccaria"
"N","D","Vaccinium angustifolium","lowbush blueberry","","Vaccinium angustifolium","Vaccinium"
"N","D","Vaccinium cespitosum","dwarf bilberry","","Vaccinium cespitosum","Vaccinium"
"N","B","Vaccinium macrocarpon","large cranberry","","Vaccinium macrocarpon","Vaccinium"
"N","D","Vaccinium myrtilloides","velvet-leaved blueberry","","Vaccinium myrtilloides","Vaccinium"
"N","B","Vaccinium oxycoccos","small cranberry","","Vaccinium oxycoccos","Vaccinium"
"N","D","Vaccinium uliginosum","alpine bilberry","","Vaccinium uliginosum var. alpinum","Vaccinium"
"N","B","Vaccinium vitis-idaea","lingonberry","","Vaccinium vitis-idaea","Vaccinium"
"N","H","Valeriana edulis var. ciliata","edible valerian","","Valeriana edulis var. ciliata","Valeriana"
"I","H","Valeriana officinalis","garden heliotrope","","Valeriana officinalis","Valeriana"
"N","H,S","Vallisneria americana","eelgrass","","Vallisneria americana","Vallisneria"
"I","H","Verbascum blattaria","moth mullein","","Verbascum blattaria","Verbascum"
"I","H","Verbascum thapsus","common mullein","","Verbascum thapsus","Verbascum"
"N","H","Verbena bracteata","large-bracted vervain","","Verbena bracteata","Verbena"
"N","H","Verbena hastata","blue vervain","","Verbena hastata","Verbena"
"N","H","Verbena simplex","narrow-leaved vervain","","Verbena simplex","Verbena"
"N","H","Verbena stricta","hoary vervain","","Verbena stricta","Verbena"
"N","H","Verbena urticifolia","white vervain","","Verbena urticifolia","Verbena"
"N","H","Verbena xdeamii","Deam's vervain","","Verbena xdeamii","Verbena"
"N","H","Verbena xperriana","hybrid vervain","","Verbena xperriana","Verbena"
"U","H","Vernonia baldwinii","western ironweed","","Vernonia baldwinii var. interior","Vernonia"
"N","H","Vernonia fasciculata","bunched ironweed","","Vernonia fasciculata, Vernonia fasciculata var. fasciculata, Vernonia fasciculata var. nebraskensis","Vernonia"
"N","H","Veronica americana","American brooklime","","Veronica americana","Veronica"
"I","H","Veronica arvensis","corn speedwell","","Veronica arvensis","Veronica"
"N","H","Veronica catenata","water speedwell","","Veronica catenata","Veronica"
"I","H","Veronica longifolia","seaside Veronica","","Veronica longifolia","Veronica"
"I","H","Veronica officinalis","common speedwell","","Veronica officinalis","Veronica"
"N","H","Veronica peregrina","purslane speedwell","","Veronica peregrina, Veronica peregrina var. peregrina, Veronica peregrina var. xalapensis","Veronica"
"I","H","Veronica persica","bird's eye speedwell","","Veronica persica","Veronica"
"N","H","Veronica scutellata","marsh speedwell","","Veronica scutellata","Veronica"
"U","H","Veronica serpyllifolia","thyme-leaved speedwell","","Veronica serpyllifolia, Veronica serpyllifolia var. humifusa, Veronica serpyllifolia var. serpyllifolia","Veronica"
"N","H","Veronicastrum virginicum","Culver's root","","Veronicastrum virginicum","Veronicastrum"
"I","H","Veronica verna","spring speedwell","","Veronica verna","Veronica"
"N","D","Viburnum edule","squashberry","","Viburnum edule","Viburnum"
"N","D","Viburnum lentago","nannyberry","","Viburnum lentago","Viburnum"
"U","D","Viburnum opulus","European cranberrybush","Viburnum opulus s.s., Viburnum trilobum","Viburnum opulus s.l.","Viburnum"
"N","D","Viburnum opulus var. americanum","American high-bush cranberry","Viburnum trilobum","Viburnum opulus var. americanum","Viburnum"
"I","D","Viburnum opulus var. opulus","European cranberrybush","Viburnum opulus s.s.","Viburnum opulus var. opulus","Viburnum"
"N","D","Viburnum rafinesquianum","downy arrowwood","","Viburnum rafinesquianum","Viburnum"
"N","D","Viburnum rafinesquianum var. affine","downy arrowwood","","Viburnum rafinesquianum var. affine","Viburnum"
"N","D","Viburnum rafinesquianum var. rafinesquianum","downy arrowwood","","Viburnum rafinesquianum var. rafinesquianum","Viburnum"
"N","H","Vicia americana","American vetch","","Vicia americana","Vicia"
"N","H","Vicia americana var. americana","American vetch","","Vicia americana var. americana","Vicia"
"N","H","Vicia americana var. minor","American vetch","","Vicia americana var. minor","Vicia"
"I","H","Vicia cracca","tufted vetch","","Vicia cracca","Vicia"
"I","H","Vicia sativa","spring vetch","","Vicia sativa","Vicia"
"I","H","Vicia sativa var. angustifolia","narrow-leaved vetch","","Vicia angustifolia","Vicia"
"I","H","Vicia sativa var. sativa","common vetch","","","Vicia"
"I","H","Vicia villosa","hairy vetch","","Vicia villosa","Vicia"
"I","H","Vinca minor","common periwinkle","","Vinca minor","Vinca"
"N","H","Viola adunca var. adunca","sand violet","Viola adunca","Viola adunca s.l.","Viola"
"N","H","Viola affinis","Leconte's violet","Viola affinis","Viola sororia s.l.","Viola"
"N","H","Viola blanda","sweet white violet","Viola incognita","Viola blanda","Viola"
"N","H","Viola canadensis var. rugulosa","rugulose violet","Viola rugulosa","Viola canadensis var. rugulosa","Viola"
"N","H","Viola communis","confederate violet","Viola communis","","Viola"
"N","H","Viola cucullata","marsh blue violet","Viola cucullata","Viola cucullata","Viola"
"N","H","Viola epipsila subsp. repens","dwarf marsh violet","Viola suecica","","Viola"
"N","H","Viola labradorica","dog violet","Viola labradorica","Viola conspersa","Viola"
"N","H","Viola lanceolata","lance-leaved violet","Viola lanceolata","Viola lanceolata, Viola lanceolata var. lanceolata","Viola"
"N","H","Viola macloskeyi","small white violet","Viola minuscula","Viola macloskeyi, Viola macloskeyi var. pallens","Viola"
"N","H","Viola missouriensis","Missouri violet","Viola missouriensis","Viola sororia s.l.","Viola"
"N","H","Viola nephrophylla","northern bog violet","Viola nephrophylla","Viola nephrophylla","Viola"
"N","H","Viola novae-angliae","New England blue violet","Viola grisea","Viola novae-angliae","Viola"
"N","H","Viola nuttallii","yellow prairie violet","Viola nuttallii","Viola nuttallii","Viola"
"N","H","Viola pedata var. pedata","bird's foot violet","Viola pedata subsp. pedata","","Viola"
"N","H","Viola pedatifida","prairie violet","Viola pedatifida","Viola palmata, Viola palmata var. pedatifida","Viola"
"N","H","Viola pratincola","meadow violet","Viola pratincola","","Viola"
"N","H","Viola primulifolia var. primulifolia","primrose-leaved violet","","","Viola"
"N","H","Viola pubescens","yellow violet","Viola pubescens s.s.","Viola pubescens","Viola"
"N","H","Viola pubescens var. pubescens","downy yellow violet","","","Viola"
"N","H","Viola pubescens var. scabriuscula","smooth yellow violet","Viola eriocarpa","","Viola"
"N","H","Viola renifolia","kidney-leaved violet","Viola renifolia","Viola renifolia","Viola"
"N","H","Viola sagittata var. sagittata","arrow-leaved violet","Viola sagittata","","Viola"
"N","H","Viola selkirkii","great-spurred violet","Viola selkirkii","Viola selkirkii","Viola"
"N","H","Viola septentrionalis","northern blue violet (upper Midwest variant)","Viola septentrionalis","","Viola"
"N","H","Viola sororia","common blue violet","Viola sororia s.s.","Viola sororia s.l.","Viola"
